image,image_path,xmin,ymin,xmax,ymax,label,confidence,x_size,y_size
000588.jpg,C:\Users\sreekanth.tammana\Desktop\TrainYourOwnYOLO\Data\Source_Images\Test_Images\000588.jpg,126,97,148,137,0,0.9492706060409546,320,240
000588.jpg,C:\Users\sreekanth.tammana\Desktop\TrainYourOwnYOLO\Data\Source_Images\Test_Images\000588.jpg,166,84,211,174,0,0.9973288178443909,320,240
000589.jpg,C:\Users\sreekanth.tammana\Desktop\TrainYourOwnYOLO\Data\Source_Images\Test_Images\000589.jpg,126,96,148,138,0,0.9629790186882019,320,240
000589.jpg,C:\Users\sreekanth.tammana\Desktop\TrainYourOwnYOLO\Data\Source_Images\Test_Images\000589.jpg,167,80,215,176,0,0.9933485984802246,320,240
000590.jpg,C:\Users\sreekanth.tammana\Desktop\TrainYourOwnYOLO\Data\Source_Images\Test_Images\000590.jpg,126,96,148,137,0,0.9581668972969055,320,240
000590.jpg,C:\Users\sreekanth.tammana\Desktop\TrainYourOwnYOLO\Data\Source_Images\Test_Images\000590.jpg,167,81,214,176,0,0.9943287968635559,320,240
000591.jpg,C:\Users\sreekanth.tammana\Desktop\TrainYourOwnYOLO\Data\Source_Images\Test_Images\000591.jpg,125,97,147,137,0,0.9448078870773315,320,240
000591.jpg,C:\Users\sreekanth.tammana\Desktop\TrainYourOwnYOLO\Data\Source_Images\Test_Images\000591.jpg,168,79,217,179,0,0.9852641820907593,320,240
000592.jpg,C:\Users\sreekanth.tammana\Desktop\TrainYourOwnYOLO\Data\Source_Images\Test_Images\000592.jpg,125,97,147,137,0,0.94272780418396,320,240
000592.jpg,C:\Users\sreekanth.tammana\Desktop\TrainYourOwnYOLO\Data\Source_Images\Test_Images\000592.jpg,168,79,216,179,0,0.9840471148490906,320,240
000593.jpg,C:\Users\sreekanth.tammana\Desktop\TrainYourOwnYOLO\Data\Source_Images\Test_Images\000593.jpg,124,97,145,138,0,0.902362048625946,320,240
000593.jpg,C:\Users\sreekanth.tammana\Desktop\TrainYourOwnYOLO\Data\Source_Images\Test_Images\000593.jpg,170,74,217,184,0,0.9791938066482544,320,240
000594.jpg,C:\Users\sreekanth.tammana\Desktop\TrainYourOwnYOLO\Data\Source_Images\Test_Images\000594.jpg,126,97,147,137,0,0.9083542823791504,320,240
000594.jpg,C:\Users\sreekanth.tammana\Desktop\TrainYourOwnYOLO\Data\Source_Images\Test_Images\000594.jpg,170,75,217,183,0,0.9818181991577148,320,240
000595.jpg,C:\Users\sreekanth.tammana\Desktop\TrainYourOwnYOLO\Data\Source_Images\Test_Images\000595.jpg,125,97,144,138,0,0.9424928426742554,320,240
000595.jpg,C:\Users\sreekanth.tammana\Desktop\TrainYourOwnYOLO\Data\Source_Images\Test_Images\000595.jpg,171,75,216,182,0,0.9699838757514954,320,240
000596.jpg,C:\Users\sreekanth.tammana\Desktop\TrainYourOwnYOLO\Data\Source_Images\Test_Images\000596.jpg,124,96,144,138,0,0.9587253332138062,320,240
000596.jpg,C:\Users\sreekanth.tammana\Desktop\TrainYourOwnYOLO\Data\Source_Images\Test_Images\000596.jpg,171,74,216,183,0,0.9714111685752869,320,240
000597.jpg,C:\Users\sreekanth.tammana\Desktop\TrainYourOwnYOLO\Data\Source_Images\Test_Images\000597.jpg,124,98,144,138,0,0.957770586013794,320,240
000597.jpg,C:\Users\sreekanth.tammana\Desktop\TrainYourOwnYOLO\Data\Source_Images\Test_Images\000597.jpg,172,80,216,176,0,0.9675882458686829,320,240
000598.jpg,C:\Users\sreekanth.tammana\Desktop\TrainYourOwnYOLO\Data\Source_Images\Test_Images\000598.jpg,173,78,216,178,0,0.9585614800453186,320,240
000598.jpg,C:\Users\sreekanth.tammana\Desktop\TrainYourOwnYOLO\Data\Source_Images\Test_Images\000598.jpg,123,98,144,138,0,0.9639778733253479,320,240
000599.jpg,C:\Users\sreekanth.tammana\Desktop\TrainYourOwnYOLO\Data\Source_Images\Test_Images\000599.jpg,122,98,143,139,0,0.9637336730957031,320,240
000599.jpg,C:\Users\sreekanth.tammana\Desktop\TrainYourOwnYOLO\Data\Source_Images\Test_Images\000599.jpg,172,82,226,176,0,0.966500997543335,320,240
000600.jpg,C:\Users\sreekanth.tammana\Desktop\TrainYourOwnYOLO\Data\Source_Images\Test_Images\000600.jpg,122,98,143,139,0,0.9603040814399719,320,240
000600.jpg,C:\Users\sreekanth.tammana\Desktop\TrainYourOwnYOLO\Data\Source_Images\Test_Images\000600.jpg,173,84,225,174,0,0.9625764489173889,320,240
000601.jpg,C:\Users\sreekanth.tammana\Desktop\TrainYourOwnYOLO\Data\Source_Images\Test_Images\000601.jpg,122,98,142,139,0,0.9502987265586853,320,240
000601.jpg,C:\Users\sreekanth.tammana\Desktop\TrainYourOwnYOLO\Data\Source_Images\Test_Images\000601.jpg,174,81,226,178,0,0.9662937521934509,320,240
000602.jpg,C:\Users\sreekanth.tammana\Desktop\TrainYourOwnYOLO\Data\Source_Images\Test_Images\000602.jpg,122,98,142,139,0,0.9471554160118103,320,240
000602.jpg,C:\Users\sreekanth.tammana\Desktop\TrainYourOwnYOLO\Data\Source_Images\Test_Images\000602.jpg,174,83,225,176,0,0.9678111672401428,320,240
000603.jpg,C:\Users\sreekanth.tammana\Desktop\TrainYourOwnYOLO\Data\Source_Images\Test_Images\000603.jpg,122,97,142,139,0,0.9411023855209351,320,240
000603.jpg,C:\Users\sreekanth.tammana\Desktop\TrainYourOwnYOLO\Data\Source_Images\Test_Images\000603.jpg,174,82,225,177,0,0.9701956510543823,320,240
000604.jpg,C:\Users\sreekanth.tammana\Desktop\TrainYourOwnYOLO\Data\Source_Images\Test_Images\000604.jpg,122,98,141,139,0,0.919690728187561,320,240
000604.jpg,C:\Users\sreekanth.tammana\Desktop\TrainYourOwnYOLO\Data\Source_Images\Test_Images\000604.jpg,174,82,225,178,0,0.9697471261024475,320,240
000605.jpg,C:\Users\sreekanth.tammana\Desktop\TrainYourOwnYOLO\Data\Source_Images\Test_Images\000605.jpg,122,97,141,138,0,0.948649525642395,320,240
000605.jpg,C:\Users\sreekanth.tammana\Desktop\TrainYourOwnYOLO\Data\Source_Images\Test_Images\000605.jpg,174,83,227,175,0,0.9579248428344727,320,240
000606.jpg,C:\Users\sreekanth.tammana\Desktop\TrainYourOwnYOLO\Data\Source_Images\Test_Images\000606.jpg,121,98,141,138,0,0.9390307664871216,320,240
000606.jpg,C:\Users\sreekanth.tammana\Desktop\TrainYourOwnYOLO\Data\Source_Images\Test_Images\000606.jpg,174,83,226,176,0,0.962130069732666,320,240
000607.jpg,C:\Users\sreekanth.tammana\Desktop\TrainYourOwnYOLO\Data\Source_Images\Test_Images\000607.jpg,120,98,141,138,0,0.9420729875564575,320,240
000607.jpg,C:\Users\sreekanth.tammana\Desktop\TrainYourOwnYOLO\Data\Source_Images\Test_Images\000607.jpg,174,84,226,174,0,0.9789485931396484,320,240
000608.jpg,C:\Users\sreekanth.tammana\Desktop\TrainYourOwnYOLO\Data\Source_Images\Test_Images\000608.jpg,120,98,141,138,0,0.9455621242523193,320,240
000608.jpg,C:\Users\sreekanth.tammana\Desktop\TrainYourOwnYOLO\Data\Source_Images\Test_Images\000608.jpg,174,82,226,176,0,0.9813694357872009,320,240
000609.jpg,C:\Users\sreekanth.tammana\Desktop\TrainYourOwnYOLO\Data\Source_Images\Test_Images\000609.jpg,120,97,140,138,0,0.9409255385398865,320,240
000609.jpg,C:\Users\sreekanth.tammana\Desktop\TrainYourOwnYOLO\Data\Source_Images\Test_Images\000609.jpg,174,81,227,177,0,0.9795857071876526,320,240
000610.jpg,C:\Users\sreekanth.tammana\Desktop\TrainYourOwnYOLO\Data\Source_Images\Test_Images\000610.jpg,120,97,140,137,0,0.9365641474723816,320,240
000610.jpg,C:\Users\sreekanth.tammana\Desktop\TrainYourOwnYOLO\Data\Source_Images\Test_Images\000610.jpg,175,82,227,176,0,0.9781643748283386,320,240
000611.jpg,C:\Users\sreekanth.tammana\Desktop\TrainYourOwnYOLO\Data\Source_Images\Test_Images\000611.jpg,120,97,139,137,0,0.9178831577301025,320,240
000611.jpg,C:\Users\sreekanth.tammana\Desktop\TrainYourOwnYOLO\Data\Source_Images\Test_Images\000611.jpg,174,82,228,177,0,0.9589520692825317,320,240
000612.jpg,C:\Users\sreekanth.tammana\Desktop\TrainYourOwnYOLO\Data\Source_Images\Test_Images\000612.jpg,120,97,140,138,0,0.9249447584152222,320,240
000612.jpg,C:\Users\sreekanth.tammana\Desktop\TrainYourOwnYOLO\Data\Source_Images\Test_Images\000612.jpg,175,81,228,177,0,0.967276394367218,320,240
000613.jpg,C:\Users\sreekanth.tammana\Desktop\TrainYourOwnYOLO\Data\Source_Images\Test_Images\000613.jpg,118,97,139,138,0,0.9530375003814697,320,240
000613.jpg,C:\Users\sreekanth.tammana\Desktop\TrainYourOwnYOLO\Data\Source_Images\Test_Images\000613.jpg,176,80,228,178,0,0.9783446788787842,320,240
000614.jpg,C:\Users\sreekanth.tammana\Desktop\TrainYourOwnYOLO\Data\Source_Images\Test_Images\000614.jpg,119,97,139,137,0,0.9449288845062256,320,240
000614.jpg,C:\Users\sreekanth.tammana\Desktop\TrainYourOwnYOLO\Data\Source_Images\Test_Images\000614.jpg,176,78,228,180,0,0.9789431691169739,320,240
000615.jpg,C:\Users\sreekanth.tammana\Desktop\TrainYourOwnYOLO\Data\Source_Images\Test_Images\000615.jpg,117,97,139,138,0,0.9505743980407715,320,240
000615.jpg,C:\Users\sreekanth.tammana\Desktop\TrainYourOwnYOLO\Data\Source_Images\Test_Images\000615.jpg,177,77,229,181,0,0.9795705080032349,320,240
000616.jpg,C:\Users\sreekanth.tammana\Desktop\TrainYourOwnYOLO\Data\Source_Images\Test_Images\000616.jpg,117,97,139,138,0,0.9607293009757996,320,240
000616.jpg,C:\Users\sreekanth.tammana\Desktop\TrainYourOwnYOLO\Data\Source_Images\Test_Images\000616.jpg,178,77,228,182,0,0.9821864366531372,320,240
000617.jpg,C:\Users\sreekanth.tammana\Desktop\TrainYourOwnYOLO\Data\Source_Images\Test_Images\000617.jpg,117,97,138,138,0,0.9548016786575317,320,240
000617.jpg,C:\Users\sreekanth.tammana\Desktop\TrainYourOwnYOLO\Data\Source_Images\Test_Images\000617.jpg,178,75,231,183,0,0.9862738251686096,320,240
000618.jpg,C:\Users\sreekanth.tammana\Desktop\TrainYourOwnYOLO\Data\Source_Images\Test_Images\000618.jpg,116,97,138,138,0,0.9556381702423096,320,240
000618.jpg,C:\Users\sreekanth.tammana\Desktop\TrainYourOwnYOLO\Data\Source_Images\Test_Images\000618.jpg,178,74,231,184,0,0.9853312373161316,320,240
000619.jpg,C:\Users\sreekanth.tammana\Desktop\TrainYourOwnYOLO\Data\Source_Images\Test_Images\000619.jpg,116,97,137,139,0,0.9443429112434387,320,240
000619.jpg,C:\Users\sreekanth.tammana\Desktop\TrainYourOwnYOLO\Data\Source_Images\Test_Images\000619.jpg,178,66,231,193,0,0.9626011848449707,320,240
000620.jpg,C:\Users\sreekanth.tammana\Desktop\TrainYourOwnYOLO\Data\Source_Images\Test_Images\000620.jpg,116,97,137,138,0,0.9426770806312561,320,240
000620.jpg,C:\Users\sreekanth.tammana\Desktop\TrainYourOwnYOLO\Data\Source_Images\Test_Images\000620.jpg,178,66,231,193,0,0.9607715010643005,320,240
000621.jpg,C:\Users\sreekanth.tammana\Desktop\TrainYourOwnYOLO\Data\Source_Images\Test_Images\000621.jpg,180,61,230,198,0,0.9166625142097473,320,240
000621.jpg,C:\Users\sreekanth.tammana\Desktop\TrainYourOwnYOLO\Data\Source_Images\Test_Images\000621.jpg,116,98,137,138,0,0.9458274245262146,320,240
000622.jpg,C:\Users\sreekanth.tammana\Desktop\TrainYourOwnYOLO\Data\Source_Images\Test_Images\000622.jpg,181,61,229,199,0,0.8996523022651672,320,240
000622.jpg,C:\Users\sreekanth.tammana\Desktop\TrainYourOwnYOLO\Data\Source_Images\Test_Images\000622.jpg,116,97,136,138,0,0.9450640678405762,320,240
000623.jpg,C:\Users\sreekanth.tammana\Desktop\TrainYourOwnYOLO\Data\Source_Images\Test_Images\000623.jpg,186,77,239,184,0,0.9234715104103088,320,240
000623.jpg,C:\Users\sreekanth.tammana\Desktop\TrainYourOwnYOLO\Data\Source_Images\Test_Images\000623.jpg,116,97,136,138,0,0.941506564617157,320,240
000624.jpg,C:\Users\sreekanth.tammana\Desktop\TrainYourOwnYOLO\Data\Source_Images\Test_Images\000624.jpg,187,76,238,185,0,0.9248257279396057,320,240
000624.jpg,C:\Users\sreekanth.tammana\Desktop\TrainYourOwnYOLO\Data\Source_Images\Test_Images\000624.jpg,116,97,136,138,0,0.945650577545166,320,240
000625.jpg,C:\Users\sreekanth.tammana\Desktop\TrainYourOwnYOLO\Data\Source_Images\Test_Images\000625.jpg,115,98,135,138,0,0.9274510145187378,320,240
000625.jpg,C:\Users\sreekanth.tammana\Desktop\TrainYourOwnYOLO\Data\Source_Images\Test_Images\000625.jpg,184,75,241,184,0,0.9353967308998108,320,240
000626.jpg,C:\Users\sreekanth.tammana\Desktop\TrainYourOwnYOLO\Data\Source_Images\Test_Images\000626.jpg,183,73,241,186,0,0.9340643882751465,320,240
000626.jpg,C:\Users\sreekanth.tammana\Desktop\TrainYourOwnYOLO\Data\Source_Images\Test_Images\000626.jpg,115,98,135,138,0,0.934230387210846,320,240
000627.jpg,C:\Users\sreekanth.tammana\Desktop\TrainYourOwnYOLO\Data\Source_Images\Test_Images\000627.jpg,116,97,135,137,0,0.9171810746192932,320,240
000627.jpg,C:\Users\sreekanth.tammana\Desktop\TrainYourOwnYOLO\Data\Source_Images\Test_Images\000627.jpg,185,71,239,189,0,0.9542598128318787,320,240
000628.jpg,C:\Users\sreekanth.tammana\Desktop\TrainYourOwnYOLO\Data\Source_Images\Test_Images\000628.jpg,116,97,135,137,0,0.9177178144454956,320,240
000628.jpg,C:\Users\sreekanth.tammana\Desktop\TrainYourOwnYOLO\Data\Source_Images\Test_Images\000628.jpg,186,72,239,188,0,0.9568368792533875,320,240
000629.jpg,C:\Users\sreekanth.tammana\Desktop\TrainYourOwnYOLO\Data\Source_Images\Test_Images\000629.jpg,115,97,135,137,0,0.9210456013679504,320,240
000629.jpg,C:\Users\sreekanth.tammana\Desktop\TrainYourOwnYOLO\Data\Source_Images\Test_Images\000629.jpg,188,71,237,187,0,0.9768736958503723,320,240
000630.jpg,C:\Users\sreekanth.tammana\Desktop\TrainYourOwnYOLO\Data\Source_Images\Test_Images\000630.jpg,115,97,135,137,0,0.9232510924339294,320,240
000630.jpg,C:\Users\sreekanth.tammana\Desktop\TrainYourOwnYOLO\Data\Source_Images\Test_Images\000630.jpg,188,70,237,188,0,0.9691352248191833,320,240
000631.jpg,C:\Users\sreekanth.tammana\Desktop\TrainYourOwnYOLO\Data\Source_Images\Test_Images\000631.jpg,192,66,235,192,0,0.9377346038818359,320,240
000631.jpg,C:\Users\sreekanth.tammana\Desktop\TrainYourOwnYOLO\Data\Source_Images\Test_Images\000631.jpg,115,97,135,137,0,0.9394530653953552,320,240
000632.jpg,C:\Users\sreekanth.tammana\Desktop\TrainYourOwnYOLO\Data\Source_Images\Test_Images\000632.jpg,192,66,234,192,0,0.9388912320137024,320,240
000632.jpg,C:\Users\sreekanth.tammana\Desktop\TrainYourOwnYOLO\Data\Source_Images\Test_Images\000632.jpg,115,97,135,137,0,0.9472787976264954,320,240
000633.jpg,C:\Users\sreekanth.tammana\Desktop\TrainYourOwnYOLO\Data\Source_Images\Test_Images\000633.jpg,194,64,236,194,0,0.8801835775375366,320,240
000633.jpg,C:\Users\sreekanth.tammana\Desktop\TrainYourOwnYOLO\Data\Source_Images\Test_Images\000633.jpg,115,97,134,137,0,0.9383638501167297,320,240
000634.jpg,C:\Users\sreekanth.tammana\Desktop\TrainYourOwnYOLO\Data\Source_Images\Test_Images\000634.jpg,195,61,235,198,0,0.8945735692977905,320,240
000634.jpg,C:\Users\sreekanth.tammana\Desktop\TrainYourOwnYOLO\Data\Source_Images\Test_Images\000634.jpg,114,97,134,137,0,0.940297544002533,320,240
000635.jpg,C:\Users\sreekanth.tammana\Desktop\TrainYourOwnYOLO\Data\Source_Images\Test_Images\000635.jpg,198,54,235,205,0,0.6967002749443054,320,240
000635.jpg,C:\Users\sreekanth.tammana\Desktop\TrainYourOwnYOLO\Data\Source_Images\Test_Images\000635.jpg,114,97,134,137,0,0.9125562906265259,320,240
000636.jpg,C:\Users\sreekanth.tammana\Desktop\TrainYourOwnYOLO\Data\Source_Images\Test_Images\000636.jpg,198,54,236,205,0,0.7372580766677856,320,240
000636.jpg,C:\Users\sreekanth.tammana\Desktop\TrainYourOwnYOLO\Data\Source_Images\Test_Images\000636.jpg,115,97,134,137,0,0.9099103212356567,320,240
000637.jpg,C:\Users\sreekanth.tammana\Desktop\TrainYourOwnYOLO\Data\Source_Images\Test_Images\000637.jpg,197,58,238,199,0,0.6921727657318115,320,240
000637.jpg,C:\Users\sreekanth.tammana\Desktop\TrainYourOwnYOLO\Data\Source_Images\Test_Images\000637.jpg,113,97,131,137,0,0.8896401524543762,320,240
000638.jpg,C:\Users\sreekanth.tammana\Desktop\TrainYourOwnYOLO\Data\Source_Images\Test_Images\000638.jpg,197,72,252,185,0,0.6964211463928223,320,240
000638.jpg,C:\Users\sreekanth.tammana\Desktop\TrainYourOwnYOLO\Data\Source_Images\Test_Images\000638.jpg,113,97,131,137,0,0.9287400841712952,320,240
000639.jpg,C:\Users\sreekanth.tammana\Desktop\TrainYourOwnYOLO\Data\Source_Images\Test_Images\000639.jpg,197,74,251,184,0,0.8563017249107361,320,240
000639.jpg,C:\Users\sreekanth.tammana\Desktop\TrainYourOwnYOLO\Data\Source_Images\Test_Images\000639.jpg,113,98,131,136,0,0.9404028058052063,320,240
000640.jpg,C:\Users\sreekanth.tammana\Desktop\TrainYourOwnYOLO\Data\Source_Images\Test_Images\000640.jpg,197,75,251,183,0,0.8121352195739746,320,240
000640.jpg,C:\Users\sreekanth.tammana\Desktop\TrainYourOwnYOLO\Data\Source_Images\Test_Images\000640.jpg,113,98,131,137,0,0.9254794716835022,320,240
000641.jpg,C:\Users\sreekanth.tammana\Desktop\TrainYourOwnYOLO\Data\Source_Images\Test_Images\000641.jpg,199,74,251,186,0,0.8261063694953918,320,240
000641.jpg,C:\Users\sreekanth.tammana\Desktop\TrainYourOwnYOLO\Data\Source_Images\Test_Images\000641.jpg,113,99,130,137,0,0.9201372861862183,320,240
000642.jpg,C:\Users\sreekanth.tammana\Desktop\TrainYourOwnYOLO\Data\Source_Images\Test_Images\000642.jpg,199,73,251,187,0,0.8482857942581177,320,240
000642.jpg,C:\Users\sreekanth.tammana\Desktop\TrainYourOwnYOLO\Data\Source_Images\Test_Images\000642.jpg,112,99,130,137,0,0.9340277910232544,320,240
000643.jpg,C:\Users\sreekanth.tammana\Desktop\TrainYourOwnYOLO\Data\Source_Images\Test_Images\000643.jpg,198,74,252,186,0,0.8776994943618774,320,240
000643.jpg,C:\Users\sreekanth.tammana\Desktop\TrainYourOwnYOLO\Data\Source_Images\Test_Images\000643.jpg,112,99,130,137,0,0.9160301089286804,320,240
000644.jpg,C:\Users\sreekanth.tammana\Desktop\TrainYourOwnYOLO\Data\Source_Images\Test_Images\000644.jpg,199,73,252,187,0,0.8890605568885803,320,240
000644.jpg,C:\Users\sreekanth.tammana\Desktop\TrainYourOwnYOLO\Data\Source_Images\Test_Images\000644.jpg,112,99,130,137,0,0.9041318893432617,320,240
000645.jpg,C:\Users\sreekanth.tammana\Desktop\TrainYourOwnYOLO\Data\Source_Images\Test_Images\000645.jpg,200,72,251,187,0,0.7168840765953064,320,240
000645.jpg,C:\Users\sreekanth.tammana\Desktop\TrainYourOwnYOLO\Data\Source_Images\Test_Images\000645.jpg,112,98,129,137,0,0.888357400894165,320,240
000646.jpg,C:\Users\sreekanth.tammana\Desktop\TrainYourOwnYOLO\Data\Source_Images\Test_Images\000646.jpg,201,72,251,187,0,0.7081872224807739,320,240
000646.jpg,C:\Users\sreekanth.tammana\Desktop\TrainYourOwnYOLO\Data\Source_Images\Test_Images\000646.jpg,112,98,129,137,0,0.8860222697257996,320,240
000647.jpg,C:\Users\sreekanth.tammana\Desktop\TrainYourOwnYOLO\Data\Source_Images\Test_Images\000647.jpg,202,71,252,187,0,0.6700901985168457,320,240
000647.jpg,C:\Users\sreekanth.tammana\Desktop\TrainYourOwnYOLO\Data\Source_Images\Test_Images\000647.jpg,111,99,128,136,0,0.83191978931427,320,240
000648.jpg,C:\Users\sreekanth.tammana\Desktop\TrainYourOwnYOLO\Data\Source_Images\Test_Images\000648.jpg,203,69,250,190,0,0.5803600549697876,320,240
000648.jpg,C:\Users\sreekanth.tammana\Desktop\TrainYourOwnYOLO\Data\Source_Images\Test_Images\000648.jpg,111,99,128,136,0,0.8114995956420898,320,240
000649.jpg,C:\Users\sreekanth.tammana\Desktop\TrainYourOwnYOLO\Data\Source_Images\Test_Images\000649.jpg,207,65,248,193,0,0.4711897373199463,320,240
000649.jpg,C:\Users\sreekanth.tammana\Desktop\TrainYourOwnYOLO\Data\Source_Images\Test_Images\000649.jpg,110,99,128,136,0,0.8514648079872131,320,240
000650.jpg,C:\Users\sreekanth.tammana\Desktop\TrainYourOwnYOLO\Data\Source_Images\Test_Images\000650.jpg,205,64,249,194,0,0.6192147731781006,320,240
000650.jpg,C:\Users\sreekanth.tammana\Desktop\TrainYourOwnYOLO\Data\Source_Images\Test_Images\000650.jpg,110,99,128,136,0,0.8548408150672913,320,240
000651.jpg,C:\Users\sreekanth.tammana\Desktop\TrainYourOwnYOLO\Data\Source_Images\Test_Images\000651.jpg,210,60,247,198,0,0.2943638861179352,320,240
000651.jpg,C:\Users\sreekanth.tammana\Desktop\TrainYourOwnYOLO\Data\Source_Images\Test_Images\000651.jpg,109,98,128,136,0,0.8965192437171936,320,240
000652.jpg,C:\Users\sreekanth.tammana\Desktop\TrainYourOwnYOLO\Data\Source_Images\Test_Images\000652.jpg,209,61,246,196,0,0.4934236407279968,320,240
000652.jpg,C:\Users\sreekanth.tammana\Desktop\TrainYourOwnYOLO\Data\Source_Images\Test_Images\000652.jpg,109,98,128,136,0,0.8941037654876709,320,240
000653.jpg,C:\Users\sreekanth.tammana\Desktop\TrainYourOwnYOLO\Data\Source_Images\Test_Images\000653.jpg,222,101,256,199,0,0.31734317541122437,320,240
000653.jpg,C:\Users\sreekanth.tammana\Desktop\TrainYourOwnYOLO\Data\Source_Images\Test_Images\000653.jpg,109,98,128,136,0,0.8507456183433533,320,240
000654.jpg,C:\Users\sreekanth.tammana\Desktop\TrainYourOwnYOLO\Data\Source_Images\Test_Images\000654.jpg,222,102,257,199,0,0.4169529676437378,320,240
000654.jpg,C:\Users\sreekanth.tammana\Desktop\TrainYourOwnYOLO\Data\Source_Images\Test_Images\000654.jpg,110,97,128,136,0,0.8570087552070618,320,240
000655.jpg,C:\Users\sreekanth.tammana\Desktop\TrainYourOwnYOLO\Data\Source_Images\Test_Images\000655.jpg,221,98,259,202,0,0.4523255527019501,320,240
000655.jpg,C:\Users\sreekanth.tammana\Desktop\TrainYourOwnYOLO\Data\Source_Images\Test_Images\000655.jpg,109,98,127,136,0,0.7226282358169556,320,240
000656.jpg,C:\Users\sreekanth.tammana\Desktop\TrainYourOwnYOLO\Data\Source_Images\Test_Images\000656.jpg,221,98,260,203,0,0.4385128915309906,320,240
000656.jpg,C:\Users\sreekanth.tammana\Desktop\TrainYourOwnYOLO\Data\Source_Images\Test_Images\000656.jpg,109,99,127,135,0,0.7496084570884705,320,240
000657.jpg,C:\Users\sreekanth.tammana\Desktop\TrainYourOwnYOLO\Data\Source_Images\Test_Images\000657.jpg,108,97,126,136,0,0.7429975867271423,320,240
000657.jpg,C:\Users\sreekanth.tammana\Desktop\TrainYourOwnYOLO\Data\Source_Images\Test_Images\000657.jpg,217,78,262,199,0,0.7659951448440552,320,240
